title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,media_avaliacao
Statistics in a Nutshell: A Desktop Quick Reference,,25.99,591,4.7,126,0.79,0.13,0.05,0.01,0.03,OReilly Media,0.311333333333333
Introductory Statistics with Randomization and Simulation,"[David M Diez,Christopher D Barr et al.]",10,354,4.4,133,0.72,0.12,0.07,0.04,0.06,CreateSpace Independent Publishing Platform,0.295333333333333
Essentials of Precalculus with Calculus Previews (Jones & Bartlett Learning Series in Mathematics),"[Dennis G. Zill,Jacqueline M. Dewar]",94.95,500,4.4,57,0.73,0.12,0.06,0.04,0.05,Jones & Bartlett Learning,0.296
Real Stats: Using Econometrics for Political Science and Public Policy,[Michael A. Bailey],111.59,648,4.8,6,0.78,0.22,0,0,0,Oxford University Press,0.318666666666667
Nonlinear Contingency Analysis,"[T. V. Joe Layng,Paul Thomas Andronis et al.]",31.96,194,4.9,28,0.95,0.05,0,0,0,Routledge,0.33
Ultimate AP Statistics Practice Book: 100 Essential Problems Completely Explained on YouTube,[Kendall Roberg],14.7,112,4.6,55,0.8,0.12,0.03,0.05,0,CreateSpace Independent Publishing Platform (March 14 2017),0.311333333333333
Schaums Outline of Probability and Statistics 4th Edition: 897 Solved Problems + 20 Videos (Schaums Outlines),"[John Schiller,R. Alu Srinivasan et al.]",22.8,432,4.4,161,0.63,0.21,0.09,0.04,0.03,McGraw Hill,0.291333333333333
Tutor in a Books Statistics: Volume 2,[Dr. James R. Ph.D.],36,182,,0,0,0,0,0,0,CreateSpace Independent Publishing Platform (October 23 2016),0
Problems And Solutions On Thermodynamics And Statistical Mechanics (second Edition) (Major American Universities Ph.d. Qualifying Questions And Solutions - Physics),"[Swee Cheng Lim,Choy Heng Lai et al.]",118,404,,0,0,0,0,0,0,WSPC,0
SPSS Statistics For Dummies,"[Jesus Salcedo,Keith McCormick]",22.99,480,4.4,124,0.63,0.23,0.09,0.02,0.03,For Dummies,0.294
Statistics Made Simple for School Leaders: Data-Driven Decision Making (Scarecrow Education Book),[David J. Carroll],42,162,4.1,33,0.59,0.14,0.1,0.06,0.1,ScarecrowEducation (December 1 2002),0.268666666666667
Elementary Statistics,[Mario Triola],171.47,792,4.4,1454,0.73,0.12,0.07,0.02,0.06,Pearson,0.296
Probability and Statistical Inference,"[Robert Hogg,Elliot Tanis et al.]",181.32,560,4.9,20,0.93,0.07,0,0,0,Pearson,0.328666666666667
Statistical Methods for the Social Sciences,[Alan Agresti],186.66,608,4.3,77,0.67,0.11,0.12,0.03,0.06,Pearson,0.284666666666667
Causal Inference in Statistics - A Primer,"[Judea Pearl,Madelyn Glymour et al.]",33.24,160,4.5,194,0.75,0.12,0.06,0.01,0.05,Wiley,0.298666666666667
5 Steps to a 5: AP Statistics 2022,"[Jared Derksen,DeAnna Krause McDonald]",18,384,4.7,18,0.87,0.13,0,0,0,McGraw Hill,0.324666666666667
R for Data Science: Import Tidy Transform Visualize and Model Data,"[Garrett Grolemund,Hadley Wickham]",44.99,518,4.7,1361,0.81,0.12,0.04,0.01,0.01,OReilly Media,0.312
Even You Can Learn Statistics and Analytics: An Easy to Understand Guide (Pearson Business Analytics Series),"[David M Levine,David F Stephan]",33.94,392,5,2,1,0,0,0,0,Addison-Wesley Professional,0.333333333333333
Introduction to Probability and Statistics for Engineers and Scientists,[Sheldon M. Ross],112.47,704,3.3,4,0.45,0.27,0.28,0,0,Academic Press,0.278
5 Steps to a 5: AP Statistics 2023 Elite Student Edition,"[Jared Derksen,DeAnna Krause McDonald]",28,,,0,0,0,0,0,0,McGraw Hill,0
The Book of R: A First Course in Programming and Statistics,[Tilman M. Davies],28.33,832,4.6,327,0.74,0.16,0.06,0.02,0.03,No Starch Press,0.306
Basic Business Statistics: A Casebook (Textbooks in Matheamtical Sciences),"[Dean P. Foster,Robert A. Stine et al.]",59.23,260,4.3,6,0.7,0.11,0.19,0,0,Springer,0.300666666666667
Elementary Statistics: Picturing the World,"[Ron Larson,Betsy Farber]",129.99,704,4.5,1025,0.72,0.14,0.07,0.01,0.05,Pearson,0.296
Making Sense of Statistics: A Conceptual Overview,"[Fred Pyrczak,Deborah M. Oh]",47.76,252,4.6,145,0.78,0.13,0.04,0.02,0.04,Routledge,0.308
Psychology Statistics For Dummies,"[Donncha Hanna,Martin Dempster]",15.55,464,4.5,787,0.69,0.18,0.08,0.03,0.03,For Dummies,0.3
